order_id,customer_id,book_id,quantity,price,order_date,status
255,5631,3352,3,3303.0,2018-09-12,Delivered
256,4887,4493,5,1981.61,2018-09-13,Pending
257,1233,2617,4,4273.57,2018-09-14,Canceled
258,7318,3501,4,3059.47,2018-09-15,Delivered
259,1787,793,4,1368.62,2018-09-16,Canceled
260,352,1955,1,3439.46,2018-09-17,Pending
261,3373,3082,5,1631.01,2018-09-18,Canceled
262,3894,2048,1,4770.89,2018-09-19,Canceled
263,3469,2625,2,4150.57,2018-09-20,Pending
264,80,453,3,3038.19,2018-09-21,Pending
265,5904,1298,4,3103.49,2018-09-22,Delivered
266,6538,4481,3,1068.73,2018-09-23,Pending
267,7491,4939,5,3870.59,2018-09-24,Canceled
268,3298,4146,5,1593.05,2018-09-25,Pending
269,6123,3389,4,786.25,2018-09-26,Pending
270,1103,2797,2,829.3,2018-09-27,Pending
271,349,4009,4,773.61,2018-09-28,Canceled
272,2288,4064,3,4974.08,2018-09-29,Pending
273,2593,1972,2,4481.52,2018-09-30,Canceled
274,6007,1999,3,2430.32,2018-10-01,Pending
275,804,1161,1,134.5,2018-10-02,Pending
276,5893,3991,4,439.57,2018-10-03,Canceled
277,7912,3424,4,3688.2,2018-10-04,Canceled
278,166,3042,1,546.74,2018-10-05,Pending
279,1251,4548,3,4613.16,2018-10-06,Pending
280,5218,195,2,2321.65,2018-10-07,Canceled
281,2970,3261,5,3319.89,2018-10-08,Delivered
282,2389,2095,4,4470.83,2018-10-09,Pending
283,3818,2763,4,1876.3,2018-10-10,Delivered
284,6255,2982,1,3323.52,2018-10-11,Canceled
285,212,649,3,2659.5,2018-10-12,Delivered
286,2192,1310,1,315.87,2018-10-13,Canceled
287,7729,4875,5,1335.61,2018-10-14,Canceled
288,202,1681,3,4746.31,2018-10-15,Canceled
289,6103,4371,1,1464.11,2018-10-16,Canceled
290,4744,2846,5,620.25,2018-10-17,Delivered
291,6967,4589,2,2489.91,2018-10-18,Pending
292,4622,1691,5,2727.3,2018-10-19,Pending
293,4847,21,3,1667.79,2018-10-20,Pending
294,7802,99,3,626.24,2018-10-21,Delivered
295,7939,4134,5,2546.91,2018-10-22,Pending
296,7920,1501,5,3460.82,2018-10-23,Pending
297,4287,155,4,409.02,2018-10-24,Delivered
298,1833,4606,3,641.42,2018-10-25,Delivered
299,3420,4292,2,4458.01,2018-10-26,Delivered
300,4958,3895,1,338.27,2018-10-27,Canceled
301,6809,786,2,1533.87,2018-10-28,Canceled
302,2740,11,4,1021.04,2018-10-29,Delivered
303,1307,700,2,4633.32,2018-10-30,Pending
304,355,4604,1,1046.03,2018-10-31,Canceled
305,5035,2892,1,4033.81,2018-11-01,Canceled
306,6800,888,5,2401.32,2018-11-02,Canceled
307,5311,1071,1,978.09,2018-11-03,Canceled
308,2267,197,4,4953.9,2018-11-04,Delivered
309,365,66,4,2447.61,2018-11-05,Delivered
310,1097,3182,1,4749.67,2018-11-06,Delivered
311,7105,4360,4,3118.09,2018-11-07,Delivered
312,7019,2884,2,1064.53,2018-11-08,Canceled
313,1735,3248,2,1574.25,2018-11-09,Delivered
314,5830,542,1,639.62,2018-11-10,Canceled
315,2161,4810,2,4486.16,2018-11-11,Delivered
316,4203,1508,2,2858.18,2018-11-12,Delivered
317,5229,2750,1,4152.63,2018-11-13,Delivered
318,7908,105,5,4593.76,2018-11-14,Pending
319,3159,1142,3,1590.1,2018-11-15,Delivered
320,7554,4393,1,1769.79,2018-11-16,Canceled
321,3787,1203,1,226.36,2018-11-17,Delivered
322,348,1793,2,1810.55,2018-11-18,Pending
323,6536,4701,1,381.06,2018-11-19,Delivered
324,508,1660,1,1162.21,2018-11-20,Pending
325,2618,4351,4,1717.28,2018-11-21,Delivered
326,3339,1386,1,180.18,2018-11-22,Pending
327,7031,1104,3,2511.59,2018-11-23,Delivered
328,4577,3109,5,329.42,2018-11-24,Pending
329,2102,3362,5,457.78,2018-11-25,Pending
330,1814,871,2,1009.32,2018-11-26,Canceled
331,402,4031,5,3131.21,2018-11-27,Pending
332,6640,4115,2,164.85,2018-11-28,Delivered
333,6027,1829,4,3376.09,2018-11-29,Canceled
334,7772,2759,1,4438.08,2018-11-30,Delivered
335,45,2628,1,1046.87,2018-12-01,Pending
336,393,893,5,2774.53,2018-12-02,Pending
337,483,652,3,2130.5,2018-12-03,Pending
338,1060,3320,3,1811.08,2018-12-04,Canceled
339,2230,1126,4,538.72,2018-12-05,Canceled
340,7914,2659,3,3377.49,2018-12-06,Pending
341,991,1708,5,1049.27,2018-12-07,Pending
342,2712,3266,1,4614.46,2018-12-08,Delivered
343,5532,3432,4,2926.38,2018-12-09,Delivered
344,6124,736,4,1885.8,2018-12-10,Pending
345,4971,534,1,2686.38,2018-12-11,Delivered
346,4181,3905,4,434.05,2018-12-12,Pending
347,5099,1978,5,1409.76,2018-12-13,Delivered
348,438,728,2,659.96,2018-12-14,Pending
349,292,1896,2,1695.88,2018-12-15,Canceled
350,7595,1345,2,2507.32,2018-12-16,Delivered
351,5832,3415,2,4596.56,2018-12-17,Pending
352,3552,1548,2,1327.6,2018-12-18,Delivered
353,6852,4601,4,119.35,2018-12-19,Canceled
354,3168,1294,4,3057.4,2018-12-20,Delivered
355,62,2462,1,1831.53,2018-12-21,Canceled
356,256,2193,2,1194.33,2018-12-22,Delivered
357,1390,2862,3,1045.68,2018-12-23,Delivered
358,4297,1819,1,3283.45,2018-12-24,Canceled
359,7332,3270,3,1008.25,2018-12-25,Pending
360,11,4754,3,4841.08,2018-12-26,Canceled
361,4383,2215,2,2401.11,2018-12-27,Delivered
362,1910,3032,3,2916.92,2018-12-28,Delivered
363,2497,1111,2,4849.51,2018-12-29,Delivered
364,7348,475,1,657.81,2018-12-30,Pending
365,4966,4692,1,3011.64,2018-12-31,Delivered
366,7514,265,2,159.63,2019-01-01,Canceled
367,1049,1476,4,1881.51,2019-01-02,Canceled
368,5662,3503,1,3240.96,2019-01-03,Pending
369,7788,2632,4,3288.09,2019-01-04,Delivered
370,2500,4953,2,1283.06,2019-01-05,Delivered
371,7375,1339,1,2999.68,2019-01-06,Pending
372,5660,3610,2,2895.54,2019-01-07,Canceled
373,1386,4093,1,983.66,2019-01-08,Pending
374,2019,2949,3,2941.7,2019-01-09,Canceled
375,4268,415,3,1176.03,2019-01-10,Delivered
376,4114,3709,2,1523.87,2019-01-11,Delivered
377,7470,1878,2,1782.51,2019-01-12,Delivered
378,1776,1513,2,917.74,2019-01-13,Pending
379,3276,2211,1,3528.32,2019-01-14,Canceled
380,1181,837,1,3003.18,2019-01-15,Canceled
381,2955,1169,2,3196.54,2019-01-16,Delivered
382,3063,1468,3,3669.7,2019-01-17,Pending
383,5911,23,3,1692.15,2019-01-18,Canceled
384,2279,426,2,671.25,2019-01-19,Pending
385,3405,3405,2,1657.0,2019-01-20,Delivered
386,3510,4630,1,4124.26,2019-01-21,Pending
387,6266,4612,2,1858.32,2019-01-22,Delivered
388,1118,3781,1,1799.51,2019-01-23,Canceled
389,3438,1710,2,153.66,2019-01-24,Pending
390,4172,4337,3,1158.83,2019-01-25,Delivered
391,3866,1945,2,2209.93,2019-01-26,Canceled
392,7021,2044,4,4932.92,2019-01-27,Pending
393,7070,1795,1,4459.44,2019-01-28,Canceled
394,6337,2067,2,4000.24,2019-01-29,Pending
395,7931,20,2,1696.41,2019-01-30,Canceled
396,4424,2392,4,1241.22,2019-01-31,Pending
397,2231,2831,4,747.0,2019-02-01,Pending
398,4066,4074,2,3490.48,2019-02-02,Delivered
399,1038,4298,4,1251.42,2019-02-03,Canceled
400,2333,2571,1,1025.13,2019-02-04,Pending
401,2806,1612,3,4460.63,2019-02-05,Canceled
402,1575,2039,3,1841.68,2019-02-06,Delivered
403,6168,3433,1,3872.36,2019-02-07,Canceled
404,7827,3658,3,3537.39,2019-02-08,Pending
405,2512,4159,4,391.48,2019-02-09,Delivered
406,4613,4233,4,780.57,2019-02-10,Pending
407,5012,3378,5,721.04,2019-02-11,Delivered
408,5608,3578,2,3517.75,2019-02-12,Pending
409,414,405,4,3361.54,2019-02-13,Delivered
410,7612,4772,4,298.06,2019-02-14,Delivered
411,3888,1002,2,3029.12,2019-02-15,Canceled
412,3296,558,5,2472.51,2019-02-16,Pending
413,6560,718,5,3729.73,2019-02-17,Pending
414,4184,2382,5,1010.76,2019-02-18,Pending
415,4992,1769,2,2121.33,2019-02-19,Delivered
416,2439,3694,4,4105.66,2019-02-20,Canceled
417,3172,4224,4,3787.71,2019-02-21,Canceled
418,2228,1118,4,4781.96,2019-02-22,Delivered
419,3073,775,3,474.34,2019-02-23,Pending
420,584,183,3,402.97,2019-02-24,Canceled
421,3278,4752,5,2517.71,2019-02-25,Canceled
422,5381,3814,2,3514.28,2019-02-26,Canceled
423,6759,4848,1,2236.88,2019-02-27,Pending
424,7668,3067,1,1257.36,2019-02-28,Canceled
425,3456,3094,1,2757.76,2019-03-01,Pending
426,7445,704,4,1928.62,2019-03-02,Pending
427,2070,4171,5,1754.72,2019-03-03,Canceled
428,2500,3493,3,2594.18,2019-03-04,Pending
429,5491,4524,3,446.3,2019-03-05,Canceled
430,7497,2179,2,2525.64,2019-03-06,Canceled
431,7377,1950,5,4642.12,2019-03-07,Pending
432,597,2620,3,4949.2,2019-03-08,Delivered
433,697,3944,2,198.95,2019-03-09,Pending
434,3006,1022,5,4642.12,2019-03-10,Delivered
435,4714,755,2,4568.82,2019-03-11,Pending
436,936,480,5,4907.14,2019-03-12,Canceled
437,7540,3987,4,4737.39,2019-03-13,Canceled
438,2338,4920,2,4499.74,2019-03-14,Delivered
439,174,1678,5,1825.09,2019-03-15,Delivered
440,7405,4260,1,1560.6,2019-03-16,Delivered
441,6271,3711,2,1333.47,2019-03-17,Pending
442,7965,2425,2,2570.07,2019-03-18,Canceled
443,1574,1653,2,3369.95,2019-03-19,Canceled
444,4251,1999,2,446.12,2019-03-20,Canceled
445,1717,3289,3,3891.65,2019-03-21,Canceled
446,4564,3167,4,2475.25,2019-03-22,Canceled
447,1087,4446,5,1574.19,2019-03-23,Canceled
448,1686,4315,1,833.96,2019-03-24,Delivered
449,1268,2662,1,2183.79,2019-03-25,Canceled
450,5999,2681,5,1595.67,2019-03-26,Pending
451,2228,2921,3,3469.5,2019-03-27,Canceled
452,6244,2530,3,2798.19,2019-03-28,Delivered
453,355,2603,1,4698.72,2019-03-29,Canceled
454,5189,3464,4,3155.91,2019-03-30,Delivered
455,2255,3716,1,4071.41,2019-03-31,Pending
456,584,4254,3,591.48,2019-04-01,Pending
457,2608,493,3,4327.89,2019-04-02,Pending
458,4908,40,2,3370.18,2019-04-03,Canceled
459,120,1430,5,3457.98,2019-04-04,Delivered
460,3827,1959,2,431.73,2019-04-05,Delivered
461,1632,814,1,4655.37,2019-04-06,Pending
462,6987,2262,2,4277.43,2019-04-07,Canceled
463,5041,2879,3,340.01,2019-04-08,Delivered
464,4074,4684,5,149.48,2019-04-09,Canceled
465,2049,3633,4,3835.82,2019-04-10,Canceled
466,7106,913,1,3927.5,2019-04-11,Canceled
467,5408,2810,5,4419.74,2019-04-12,Canceled
468,1770,668,5,2518.63,2019-04-13,Canceled
469,1256,2789,5,1626.45,2019-04-14,Pending
470,4230,4824,3,970.04,2019-04-15,Pending
471,6766,2130,1,4611.07,2019-04-16,Canceled
472,349,373,5,4293.59,2019-04-17,Pending
473,2005,675,5,1631.89,2019-04-18,Pending
474,4552,28,4,3786.29,2019-04-19,Canceled
475,5452,2054,2,4985.16,2019-04-20,Canceled
476,6229,2037,1,2088.0,2019-04-21,Canceled
477,3712,1592,4,3693.67,2019-04-22,Canceled
478,6278,3531,2,4377.18,2019-04-23,Pending
479,6579,257,2,3404.4,2019-04-24,Pending
480,1898,2103,5,1907.25,2019-04-25,Pending
481,6660,2085,5,4170.39,2019-04-26,Canceled
482,170,3870,4,3820.83,2019-04-27,Pending
483,3071,3933,5,2483.45,2019-04-28,Pending
484,2907,116,4,1459.9,2019-04-29,Canceled
485,3978,1074,5,320.31,2019-04-30,Delivered
486,7769,3059,3,4253.27,2019-05-01,Canceled
487,4389,358,1,1633.11,2019-05-02,Canceled
488,5015,150,2,4198.58,2019-05-03,Canceled
489,5861,474,1,3344.14,2019-05-04,Pending
490,4043,294,4,2374.95,2019-05-05,Delivered
491,518,207,3,762.29,2019-05-06,Canceled
492,3837,1964,3,3300.42,2019-05-07,Canceled
493,714,2766,3,1901.33,2019-05-08,Pending
494,2195,4456,2,3420.29,2019-05-09,Pending
495,549,3475,4,1825.61,2019-05-10,Pending
496,4191,3413,3,4720.54,2019-05-11,Pending
497,7663,1400,3,2483.23,2019-05-12,Canceled
498,4155,4817,1,4914.14,2019-05-13,Canceled
499,7047,2660,1,2220.97,2019-05-14,Pending
500,5900,4144,5,3867.15,2019-05-15,Canceled
501,1303,4707,3,1801.32,2019-05-16,Delivered
502,1845,4319,5,807.11,2019-05-17,Canceled
503,3296,2088,1,534.23,2019-05-18,Delivered
504,4583,547,1,4194.32,2019-05-19,Pending
505,2710,2316,2,4148.36,2019-05-20,Canceled
506,5084,897,1,4716.77,2019-05-21,Delivered
507,5002,210,3,1387.25,2019-05-22,Delivered
508,6470,3343,1,869.14,2019-05-23,Canceled
509,1896,3311,3,4632.05,2019-05-24,Delivered
510,7919,2759,4,473.8,2019-05-25,Pending
511,3993,4847,3,1717.33,2019-05-26,Canceled
512,3868,2917,5,4646.37,2019-05-27,Pending
513,1478,798,3,3713.17,2019-05-28,Pending
514,771,221,5,2995.8,2019-05-29,Canceled
515,838,1899,2,4407.95,2019-05-30,Canceled
516,6828,67,5,886.21,2019-05-31,Canceled
517,6384,4977,1,2019.64,2019-06-01,Canceled
518,2417,635,4,4086.4,2019-06-02,Canceled
519,2606,3925,3,3340.17,2019-06-03,Delivered
520,6429,996,4,301.91,2019-06-04,Canceled
521,135,3357,2,1051.09,2019-06-05,Pending
522,1963,4197,3,4450.82,2019-06-06,Pending
523,2914,1305,1,588.18,2019-06-07,Pending
524,429,146,1,1485.14,2019-06-08,Canceled
525,781,2847,4,4278.41,2019-06-09,Delivered
526,6580,3232,5,1360.67,2019-06-10,Delivered
527,4224,1186,2,1369.27,2019-06-11,Pending
528,941,2131,4,649.77,2019-06-12,Pending
529,4830,4145,3,898.46,2019-06-13,Canceled
530,3763,2640,5,230.82,2019-06-14,Delivered
531,1051,4607,2,4720.39,2019-06-15,Pending
532,1512,135,2,2639.3,2019-06-16,Canceled
533,3721,234,2,3100.61,2019-06-17,Pending
534,4824,4985,5,600.74,2019-06-18,Pending
